Order,Suborder,Family,Subfamily,Tribe 1,Tribe 2,BI-ABR-FAM,BI-ABR-SFAM,BIOINFORMATICS-GENUS,BIOINFORMATICS-SPECIES,BIOINFORMATICS-BINOMIAL,BIOINFORMATICS-LABEL,BIOINFORMATICS-CN,BIOINFORMATICS-ECOLOGY-DIET,BIOINFORMATICS-ECOLOGY-HABITAT,BIOINFORMATICS-COUNTRY,BIOINFORMATICS-LATITUDE,BIOINFORMATICS-LONGITUDE,catalog,binomial,Type Status,Region Scanned,Resolution (mm),Data Source,Head Fully Segmented,Jaws Segmented,Opercle Segmented,Cleithrum,File Size (GB),SL (mm),Data Ownership,Notes
Anabantiformes,,Anabantidae,,,,,,,,,,,,,,,,AMNH 230199,Sandelia capensis,non-type,whole,0.03396,AMNH-MIF,NA,NA,NA,,2.090,,N.K. Lujan,2 specimens in scan
Characiformes,,Acestrorhamphidae,Hyphessobryconinae,,,,,,,,,,,,,,,LBP 32109,Hyphessobrycon delimai,non-type,whole,,Mahler SkyScan,no,no,no,,,,,
Characiformes,,Acestrorhamphidae,Hyphessobryconinae,,,,,,,,,,,,,,,MZUSP 120011,Hyphessobrycon krenakore,non-type,whole,,Mahler SkyScan,no,no,no,,,,,
Characiformes,,Acestrorhamphidae,Hyphessobryconinae,,,,,,,,,,,,,,,MZUSP 117580,Hyphessobrycon nsp boitata,PARATYPE,whole,,Mahler SkyScan,no,no,no,,,,,
Characiformes,,Acestrorhamphidae,Hyphessobryconinae,,,,,,,,,,,,,,,MZUSP 100667,Hyphessobrycon nsp sanbenedito,PARATYPE,whole,,Mahler SkyScan,no,no,no,,,,,
Characiformes,,Acestrorhamphidae,Hyphessobryconinae,,,,,,,,,,,,,,,MZUSP 115333,Hyphessobrycon pinnistriatus,non-type,whole,,Mahler SkyScan,no,no,no,,,,,
Characiformes,,Acestrorhamphidae,Hyphessobryconinae,,,,,,,,,,,,,,,LBP 33043,Hyphessobrycon platyodus,non-type,whole,,Mahler SkyScan,no,no,no,,,,,
Characiformes,,Acestrorhamphidae,Hyphessobryconinae,,,,,,,,,,,,,,,LBP 32962,Hyphessobrycon pulchripinnis,non-type,whole,,Mahler SkyScan,no,no,no,,,,,
Characiformes,,Acestrorhamphidae,Megalamphodinae,,,,,,,,,,,,,,,LBP 34422,Hemigrammus stictus,non-type,whole,,Mahler SkyScan,no,no,no,,,,,
Characiformes,,Acestrorhamphidae,Megalamphodinae,,,,,,,,,,,,,,,LBP 32221,Makunaima multidens,non-type,whole,,Mahler SkyScan,no,no,no,,,,,
Characiformes,,Acestrorhamphidae,Megalamphodinae,,,,,,,,,,,,,,,LBP 35647,Makunaima pittieri,non-type,whole,,Mahler SkyScan,no,no,no,,,,,
Characiformes,,Acestrorhamphidae,Pristellinae,,,,,,,,,,,,,,,UW 16088,Gymnocorymbus ternetzi,non-type,whole,0.02416,Morphosource,no,no,no,,0.577,,,
Characiformes,,Acestrorhamphidae,Pristellinae,,,,,,,,,,,,,,,UF 37016,Gymnocorymbus thayeri,non-type,whole,0.05315,Morphosource,no,no,no,,0.706,,,
Characiformes,,Acestrorhamphidae,Stygichthyinae,,,,,,,,,,,,,,,ROM 83850,Astyanax nsp 'stripetail',PARATYPE,whole,,Mahler SkyScan,no,no,no,,,,,
Characiformes,,Acestrorhamphidae,Stygichthyinae,,,,,,,,,,,,,,,ROM 95024,Astyanax nsp 'stripetail',PARATYPE,whole,,Mahler SkyScan,no,no,no,,,,,
Characiformes,,Acestrorhamphidae,Stygichthyinae,,,,,,,,,,,,,,,ROM 89874,Astyanax. sp. 'Kuribrong',non-type,whole,0.01388,Mahler SkyScan,no,no,no,,4.120,,N.K. Lujan,
Characiformes,,Acestrorhamphidae,Stygichthyinae,,,,,,,,,,,,,,,LBP 6827,Deuterodon iguape,non-type,whole,,Mahler SkyScan,no,no,no,,,,,
Characiformes,,Acestrorhamphidae,Stygichthyinae,,,,,,,,,,,,,,,ROM 61441,Deuterodon potaroensis,non-type,whole,0.01352,Mahler SkyScan,no,no,no,,7.390,,N.K. Lujan,
Characiformes,,Acestrorhamphidae,Stygichthyinae,,,,,,,,,,,,,,,UF 98900,Deuterodon potaroensis,non-type,whole,0.01210,Mahler SkyScan,no,no,no,,3.210,,N.K. Lujan,
Characiformes,,Acestrorhamphidae,Stygichthyinae,,,,,,,,,,,,,,,ROM 91339,Hyphessobrycon eos,non-type,whole,0.00676,Mahler SkyScan,no,no,no,,8.110,,N.K. Lujan,female
Characiformes,,Acestrorhamphidae,Stygichthyinae,,,,,,,,,,,,,,,ROM 91339,Hyphessobrycon eos,non-type,whole,0.00676,Mahler SkyScan,NA,NA,NA,,2.800,,N.K. Lujan,male
Characiformes,,Acestrorhamphidae,Stygichthyinae,,,,,,,,,,,,,,,ROM 91339,Hyphessobrycon eos,non-type,whole,0.00676,Mahler SkyScan,NA,NA,NA,,3.080,,N.K. Lujan,male
Characiformes,,Acestrorhamphidae,,,,,,,,,,,,,,,,ROM 83855,Guianabrycon ngen nsp,MS TYPE,whole,0.02064,Mahler SkyScan,no,no,no,,7.350,,N.K. Lujan,
Characiformes,,Acestrorhamphidae,,,,,,,,,,,,,,,,ROM 82799,Moenkhausia n.sp.,PARATYPE,whole,0.01210,Mahler SkyScan,no,no,no,,3.290,,N.K. Lujan,
Characiformes,,Acestrorhamphidae,,,,,,,,,,,,,,,,ROM 82799,Moenkhausia n.sp.,PARATYPE,whole,0.01210,Mahler SkyScan,NA,NA,NA,,2.960,,N.K. Lujan,
Characiformes,,Characidae,Tetragonopterinae,,,,,,,,,,,,,,,UF 77820,Tetragonopterus argenteus,non-type,whole,0.04844,Morphosource,NA,NA,NA,,0.978,,,
Characiformes,,Crenuchidae,Characidiinae,,,,,,,,,,,,,,,AMNH 232928,Ammocryptocharax elegans,non-type,head,0.01166,AMNH-MIF,NA,NA,NA,,0.893,,N.K. Lujan,
Characiformes,,Crenuchidae,Characidiinae,,,,,,,,,,,,,,,AMNH 62832,Ammocryptocharax lateralis,non-type,head,0.00849,AMNH-MIF,NA,NA,NA,,4.750,,N.K. Lujan,
Characiformes,,Crenuchidae,Characidiinae,,,,,,,,,,,,,,,AUM 53978,Ammocryptocharax minutus,non-type,head,0.00270,AMNH-MIF,NA,NA,NA,,4.450,,N.K. Lujan,
Characiformes,,Crenuchidae,Characidiinae,,,,,,,,,,,,,,,AUM 62833,Ammocryptocharax vintonae,non-type,head,0.01061,AMNH-MIF,NA,NA,NA,,4.310,,N.K. Lujan,
Characiformes,,Crenuchidae,Characidiinae,,,,,,,,,,,,,,,AUM 62687,Characidium amaila,non-type,head,0.01206,AMNH-MIF,NA,NA,NA,,7.070,,N.K. Lujan,
Characiformes,,Crenuchidae,Characidiinae,,,,,,,,,,,,,,,AUM 67146,Characidium boavistae,non-type,head,0.02846,AMNH-MIF,NA,NA,NA,,1.480,,N.K. Lujan,
Characiformes,,Crenuchidae,Characidiinae,,,,,,,,,,,,,,,AUM 62898,Characidium crandellii,non-type,head,0.02456,AMNH-MIF,NA,NA,NA,,1.720,,N.K. Lujan,
Characiformes,,Crenuchidae,Characidiinae,,,,,,,,,,,,,,,AUM 67142,Characidium crandellii,non-type,whole,0.06397,AMNH-MIF,NA,NA,NA,,6.190,,N.K. Lujan,
Characiformes,,Crenuchidae,Characidiinae,,,,,,,,,,,,,,,AUM 67142,Characidium crandellii,non-type,head,0.04088,AMNH-MIF,NA,NA,NA,,3.420,,N.K. Lujan,
Characiformes,,Crenuchidae,Characidiinae,,,,,,,,,,,,,,,AMNH 233084,Characidium declivirostre,non-type,head,0.02887,AMNH-MIF,NA,NA,NA,,1.770,,N.K. Lujan,
Characiformes,,Crenuchidae,Characidiinae,,,,,,,,,,,,,,,AMNH 91170,Characidium declivirostre,non-type,head,0.02887,AMNH-MIF,NA,NA,NA,,0.695,,N.K. Lujan,
Characiformes,,Crenuchidae,Characidiinae,,,,,,,,,,,,,,,AMNH 22725,Characidium marshi,non-type,head,0.01921,AMNH-MIF,NA,NA,NA,,1.330,,N.K. Lujan,
Characiformes,,Crenuchidae,Characidiinae,,,,,,,,,,,,,,,ROM 93956,Characidium purpuratum,non-type,head,0.01311,AMNH-MIF,NA,NA,NA,,1.280,,N.K. Lujan,
Characiformes,,Crenuchidae,Characidiinae,,,,,,,,,,,,,,,ROM 86516,Characidium sp,non-type,head,0.01218,AMNH-MIF,NA,NA,NA,,1.480,,N.K. Lujan,
Characiformes,,Crenuchidae,Characidiinae,,,,,,,,,,,,,,,AUM 67118,Characidium wangyapoik,PARATYPE,head,0.04088,AMNH-MIF,NA,NA,NA,,1.840,,N.K. Lujan,
Characiformes,,Crenuchidae,Characidiinae,,,,,,,,,,,,,,,AMNH 74687,Elacocharax pulcher,non-type,head,0.00341,AMNH-MIF,NA,NA,NA,,5.940,,N.K. Lujan,
Characiformes,,Crenuchidae,Characidiinae,,,,,,,,,,,,,,,AMNH 53002,Elacocharax sp Bolivia,non-type,head,0.00355,AMNH-MIF,NA,NA,NA,,5.440,,N.K. Lujan,
Characiformes,,Crenuchidae,Characidiinae,,,,,,,,,,,,,,,ROM 93483,Leptocharacidium nsp checkerboard,non-type,head,0.01976,AMNH-MIF,NA,NA,NA,,1.490,,N.K. Lujan,
Characiformes,,Crenuchidae,Characidiinae,,,,,,,,,,,,,,,AMNH 233032,Leptocharacidium omospilus,non-type,head,0.01734,AMNH-MIF,NA,NA,NA,,1.390,,N.K. Lujan,
Characiformes,,Crenuchidae,Characidiinae,,,,,,,,,,,,,,,ROM 91483,Melanocharacidium blennioides,non-type,head,0.01672,AMNH-MIF,NA,NA,NA,,1.180,,N.K. Lujan,
Characiformes,,Crenuchidae,Characidiinae,,,,,,,,,,,,,,,AUM 43705,Melanocharacidium dispilomma,non-type,head,0.01332,AMNH-MIF,NA,NA,NA,,1.120,,N.K. Lujan,
Characiformes,,Crenuchidae,Characidiinae,,,,,,,,,,,,,,,AUM 43706,Melanocharacidium melanopteron,non-type,head,0.02629,AMNH-MIF,NA,NA,NA,,2.430,,N.K. Lujan,
Characiformes,,Crenuchidae,Characidiinae,,,,,,,,,,,,,,,AUM 38198,Odontocharacidium aphanes,non-type,head,0.00414,AMNH-MIF,NA,NA,NA,,1.580,,N.K. Lujan,
Characiformes,,Crenuchidae,Crenuchinae,,,,,,,,,,,,,,,AMNH 74610,Crenuchus spilurus,non-type,head,0.00963,AMNH-MIF,NA,NA,NA,,5.080,,N.K. Lujan,
Characiformes,,Crenuchidae,Crenuchinae,,,,,,,,,,,,,,,AUM 67161,Poecilocharax bovallii,non-type,head,0.02456,AMNH-MIF,NA,NA,NA,,0.558,,N.K. Lujan,
Characiformes,,Curimatidae,,,,,,,,,,,,,,,,ROM ECU22-09,Steindachnerina dobula,non-type,whole,0.01352,Mahler SkyScan,NA,NA,NA,,10.860,,N.K. Lujan,Vandellia sp. lodged in branchial cavity
Characiformes,,Iguanodectidae,,,,,,,,,,,,,,,,ROM 83994,Bryconops magoi,non-type,whole,0.02064,Mahler SkyScan,no,no,no,,7.340,,N.K. Lujan,
Characiformes,,Iguanodectidae,,,,,,,,,,,,,,,,ROM 93356,Bryconops sp. Iwi,MS TYPE,whole,0.02064,Mahler SkyScan,no,no,no,,7.340,,N.K. Lujan,
Characiformes,,Lebiasinidae,,,,,,,,,,,,,,,,ROM 110025,Lebiasina nsp 1,MS TYPE,whole,0.02064,Mahler SkyScan,no,no,no,,8.750,,N.K. Lujan,
Characiformes,,Lebiasinidae,,,,,,,,,,,,,,,,ROM 110062,Lebiasina nsp 1,MS TYPE,whole,0.02064,Mahler SkyScan,NA,NA,NA,,8.750,,N.K. Lujan,
Characiformes,,Serrasalmidae,Serrasalminae,,,,,,,,,,,,,,,ROM ECU21-10 T28524,Pygopristis striolatus,MS Type,whole,0.03559,Mahler SkyScan,NA,NA,NA,,2.530,,N.K. Lujan,
Characiformes,,Serrasalmidae,Serrasalminae,,,,,,,,,,,,,,,ROM ECU21-10 T28526,Pygopristis striolatus,MS Type,whole,0.03559,Mahler SkyScan,NA,NA,NA,,2.730,,N.K. Lujan,
Characiformes,,Stevardiidae,,,,,,,,,,,,,,,,FMNH 56649,Bryconamericus beta,PARATYPE,whole,,Mahler SkyScan,no,no,no,,,,,
Characiformes,,Stevardiidae,,,,,,,,,,,,,,,,FMNH 56649,Bryconamericus beta,PARATYPE,whole,,Mahler SkyScan,no,no,no,,,,,
Characiformes,,Stevardiidae,,,,,,,,,,,,,,,,FMNH 58064,Ceratobranchia binghami,PARATYPE,whole,0.00712,Mahler SkyScan,yes,yes,yes,,12.760,37.5,N.K. Lujan,
Characiformes,,Stevardiidae,,,,,,,,,,,,,,,,ANSP 143772,Ceratobranchia delotaenia,PARATYPE,whole*,0.00605,Mahler SkyScan,yes,yes,yes,,10.220,33.5,N.K. Lujan,"whole body scanned, available, only head imported"
Characiformes,,Stevardiidae,,,,,,,,,,,,,,,,ANSP 159215,Ceratobranchia joanae,PARATYPE,whole*,0.00605,Mahler SkyScan,yes,yes,yes,,8.660,24.6,N.K. Lujan,"whole body scanned, available, only head imported"
Characiformes,,Stevardiidae,,,,,,,,,,,,,,,,ROM 107848,Ceratobranchia sp Caqueta,non-type,whole,0.00854,Mahler SkyScan,no,no,no,,13.050,,N.K. Lujan,
Characiformes,,Stevardiidae,,,,,,,,,,,,,,,,AUM 21698,Ceratobranchia sp Maranon,non-type,whole,0.01352,Mahler SkyScan,no,no,no,,10.740,,N.K. Lujan,
Characiformes,,Stevardiidae,,,,,,,,,,,,,,,,ROM 100277,Ceratobranchia sp Napo,non-type,whole,0.00854,Mahler SkyScan,no,no,no,,12.530,,N.K. Lujan,
Characiformes,,Stevardiidae,,,,,,,,,,,,,,,,ROM ECU21-04,Creagrutus barrigae,non-type,whole,0.00676,Mahler SkyScan,NA,NA,NA,,11.330,,N.K. Lujan,
Characiformes,,Stevardiidae,,,,,,,,,,,,,,,,ROM 96857,Creagrutus cf machadoi,non-type,head,0.01139,Mahler SkyScan,yes,yes,yes,,9.100,,N.K. Lujan,
Characiformes,,Stevardiidae,,,,,,,,,,,,,,,,ROM 96857,Creagrutus cf machadoi,non-type,whole,0.01139,Mahler SkyScan,NA,NA,NA,,9.100,,N.K. Lujan,
Characiformes,,Stevardiidae,,,,,,,,,,,,,,,,ROM 100212,Creagrutus gracilis,non-type,whole*,0.01139,Mahler SkyScan,yes,yes,yes,,10.880,54.9,N.K. Lujan,"whole body scanned, available, only head imported"
Characiformes,,Stevardiidae,,,,,,,,,,,,,,,,ROM ECU21-06,Creagrutus gracilis,non-type,whole*,0.00605,Mahler SkyScan,NA,NA,NA,,10.330,32.7,N.K. Lujan,"whole body scanned, available, only head imported"
Characiformes,,Stevardiidae,,,,,,,,,,,,,,,,USNM 359641,Creagrutus machadoi,PARATYPE,whole,0.00641,Mahler SkyScan,yes,yes,yes,,9.400,,"N.K. Lujan, Juan Gabriel Albornoz",
Characiformes,,Stevardiidae,,,,,,,,,,,,,,,,ROM 86512,Creagrutus melanzonus,non-type,whole*,0.00712,Mahler SkyScan,yes,yes,yes,,12.760,47.7,N.K. Lujan,"whole body scanned, available, only head imported"
Characiformes,,Stevardiidae,,,,,,,,,,,,,,,,ROM 109182,Creagrutus sp Chinchipe,HOLOTYPE,whole,0.01246,Mahler SkyScan,yes,yes,yes,,59.300,,N.K. Lujan,scan includes 2 specimens of C. sp. mancha humeral
Characiformes,,Stevardiidae,,,,,,,,,,,,,,,,ROM 93911,Creagrutus sp mancha humeral,PARATYPE,whole,0.01246,Mahler SkyScan,yes,yes,yes,,59.300,,N.K. Lujan,"2 specimens in scan, also with C. sp. Chinchipe"
Characiformes,,Stevardiidae,,,,,,,,,,,,,,,,USNM 303066,Creagrutus ungulus,PARATYPE,whole,0.01352,Mahler SkyScan,NA,NA,NA,,10.740,,,
Characiformes,,Stevardiidae,,,,,,,,,,,,,,,,ROM 94044,Knodus alpha,non-type,whole,0.00854,Mahler SkyScan,,,,,13.050,,,
Characiformes,,Stevardiidae,,,,,,,,,,,,,,,,ROM 94581,Knodus cinarucoense,non-type,whole,0.00854,Mahler SkyScan,,,,,12.530,,,
Characiformes,,Stevardiidae,,,,,,,,,,,,,,,,ROM 94045,Knodus cismontanus,non-type,whole,0.00641,Mahler SkyScan,,,,,11.900,,,
Characiformes,,Stevardiidae,,,,,,,,,,,,,,,,FMNH 56645,Knodus deuderonoides,PARATYPE,whole*,0.00605,Mahler SkyScan,yes,yes,yes,,10.330,31.5,N.K. Lujan,"whole body scanned, available, only head imported"
Characiformes,,Stevardiidae,,,,,,,,,,,,,,,,AUM 50297,Knodus macarenae,PARATYPE,whole,0.00605,Mahler SkyScan,no,no,no,,10.790,,N.K. Lujan,
Characiformes,,Stevardiidae,,,,,,,,,,,,,,,,ROM 92089,Knodus orinocoensis,non-type,whole,0.00641,Mahler SkyScan,,,,,11.900,,,
Characiformes,,Stevardiidae,,,,,,,,,,,,,,,,ROM 94304,Knodus sp pseudogephyrochrax,non-type,whole,0.00747,Mahler SkyScan,yes,yes,yes,,7.653,,N.K. Lujan,
Characiformes,,Stevardiidae,,,,,,,,,,,,,,,,ANSP 209648,Knodus sp Tencua,non-type,whole,0.00747,Mahler SkyScan,yes,yes,yes,,7.653,,N.K. Lujan,
Characiformes,,Stevardiidae,,,,,,,,,,,,,,,,MCZ 31569,Othonocheirodus eigenmanni,PARATYPE,whole,0.01600,MCZ-Andrew Williston,NA,NA,NA,,0.548,,,
Characiformes,,Stevardiidae,,,,,,,,,,,,,,,,MCZ 31569,Othonocheirodus eigenmanni,PARATYPE,head,0.00700,MCZ-Andrew Williston,no,no,no,,0.874,,,
Characiformes,,Stevardiidae,,,,,,,,,,,,,,,,MUSM 34654,Scopaeocharax atopodus,non-type,whole,0.00534,Mahler SkyScan,no,no,no,,,,N.K. Lujan,
Characiformes,,Stevardiidae,,,,,,,,,,,,,,,,ANSP 78710,Scopaeocharax rhinodus,PARATYPE,head,0.00357,AMNH-MIF,yes,yes,yes,,10.200,,N.K. Lujan,
Characiformes,,Stevardiidae,,,,,,,,,,,,,,,,ANSP 78710,Scopaeocharax rhinodus,PARATYPE,tail,0.00357,AMNH-MIF,,,,,6.860,,N.K. Lujan,
Characiformes,,Stevardiidae,,,,,,,,,,,,,,,,ANSP 78710,Scopaeocharax rhinodus,PARATYPE,whole*,0.00605,Mahler SkyScan,,,,,8.660,19.3,N.K. Lujan,"whole body scanned, available, only head imported"
Characiformes,,Stevardiidae,,,,,,,,,,,,,,,,ROM 107823,Scopaeocharax sp Caqueta,non-type,head,0.004,AMNH-MIF,yes,yes,yes,,8.730,,N.K. Lujan,
Characiformes,,Stevardiidae,,,,,,,,,,,,,,,,ROM 107823,Scopaeocharax sp Caqueta,non-type,tail,0.004,AMNH-MIF,,,,,5.640,,N.K. Lujan,
Characiformes,,Stevardiidae,,,,,,,,,,,,,,,,ROM 100310,Scopaeocharax sp Due,non-type,tail,0.00544,AMNH-MIF,no,no,no,,5.810,,N.K. Lujan,
Characiformes,,Stevardiidae,,,,,,,,,,,,,,,,ROM 100310,Scopaeocharax sp Due,non-type,head,0.00544,AMNH-MIF,yes,yes,yes,,7.210,,N.K. Lujan,
Cypriniformes,,Gastromyzontidae,,,,,,,,,,,,,,,,ROM 90089,Gastromyzon borneensis,non-type,head,0.01254,AMNH-MIF,yes,yes,yes,,7.220,,N.K. Lujan,
Gobiiformes,,Eleotridae,Eleotrinae,,,,,,,,,,,,,,,ROM PER22-10: T31483,Microphilypnus sp Ampyiacu,non-type,whole,0.00534,Mahler SkyScan,NA,NA,NA,,2.000,,N.K. Lujan,
Gonorhynchiformes,,Chanidae,,,,,,,,,,,,,,,,AMNH 48715,Chanos chanos,non-type,head,0.04792,AMNH-MIF,NA,NA,NA,,1.660,,"N.K. Lujan, L. P. Fernandez, A. Evans",
Gonorhynchiformes,,Chanidae,,,,,,,,,,,,,,,,AMNH 88330,Chanos chanos,non-type,head,0.01200,AMNH-MIF,NA,NA,NA,,3.630,,"N.K. Lujan, L. P. Fernandez, A. Evans",
Gonorhynchiformes,,Gonorhynchidae,,,,,,,,,,,,,,,,AMNH 215235,Gonorhynchus ,non-type,head,0.03805,AMNH-MIF,NA,NA,NA,,1.370,,"N.K. Lujan, L. P. Fernandez, A. Evans",
Gonorhynchiformes,,Gonorhynchidae,,,,,,,,,,,,,,,,AMNH 32975,Gonorhynchus greyi,non-type,head,0.01850,AMNH-MIF,NA,NA,NA,,2.840,,"N.K. Lujan, L. P. Fernandez, A. Evans",
Gonorhynchiformes,,Gonorhynchidae,,,,,,,,,,,,,,,,AMNH 216233,Gonorhynchus moseleyi,non-type,head,0.01046,AMNH-MIF,NA,NA,NA,,2.250,,"N.K. Lujan, L. P. Fernandez, A. Evans",
Gonorhynchiformes,,Kneriidae,,,,,,,,,,,,,,,,AMNH 233381,Grasseichthys gabonensis,non-type,head,0.00420,AMNH-MIF,NA,NA,NA,,1.320,,"N.K. Lujan, L. P. Fernandez, A. Evans",
Gonorhynchiformes,,Kneriidae,,,,,,,,,,,,,,,,AMNH 41592,Kneria auriculata,non-type,head,0.00781,AMNH-MIF,NA,NA,NA,,4.420,,"N.K. Lujan, L. P. Fernandez, A. Evans",
Gonorhynchiformes,,Kneriidae,,,,,,,,,,,,,,,,AMNH 71871,Kneria katangae,non-type,head,0.00546,AMNH-MIF,NA,NA,NA,,5.090,,"N.K. Lujan, L. P. Fernandez, A. Evans",
Gonorhynchiformes,,Kneriidae,,,,,,,,,,,,,,,,ROM 28043,Kneria paucisquamata,HOLOTYPE & ALLOTYPE,whole,0.00641,Mahler SkyScan,NA,NA,NA,,77.200,,N.K. Lujan,2 specimens in scan
Gonorhynchiformes,,Kneriidae,,,,,,,,,,,,,,,,AMNH 37982,Kneria sp Upper Zaire,non-type,head,0.00577,AMNH-MIF,NA,NA,NA,,6.120,,"N.K. Lujan, L. P. Fernandez, A. Evans",
Gonorhynchiformes,,Kneriidae,,,,,,,,,,,,,,,,AMNH 258892,Parakneria abbreviata,non-type,head,0.00542,AMNH-MIF,NA,NA,NA,,4.230,,"N.K. Lujan, L. P. Fernandez, A. Evans",
Gonorhynchiformes,,Kneriidae,,,,,,,,,,,,,,,,AMNH 252707,Parakneria vilhenae,non-type,head,0.01016,AMNH-MIF,NA,NA,NA,,4.480,,"N.K. Lujan, L. P. Fernandez, A. Evans",
Gonorhynchiformes,,Phractolaemidae,,,,,,,,,,,,,,,,AMNH 217860,Phractolaemus ansorgii,non-type,head,0.00973,AMNH-MIF,NA,NA,NA,,11.300,,N.K. Lujan,
Gonorhynchiformes,,Phractolaemidae,,,,,,,,,,,,,,,,AMNH 217860,Phractolaemus ansorgii,non-type,head,0.00992,AMNH-MIF,NA,NA,NA,,9.720,,"N.K. Lujan, L. P. Fernandez, A. Evans",iodine stained
Gonorhynchiformes,,Phractolaemidae,,,,,,,,,,,,,,,,AMNH 240179,Phractolaemus ansorgii,non-type,head,0.01434,AMNH-MIF,NA,NA,NA,,2.260,,"N.K. Lujan, L. P. Fernandez, A. Evans",
Gonorhynchiformes,,Phractolaemidae,,,,,,,,,,,,,,,,AMNH 246013,Phractolaemus ansorgii,non-type,head,0.02560,AMNH-MIF,NA,NA,NA,,1.920,,"N.K. Lujan, L. P. Fernandez, A. Evans",
Gonorhynchiformes,,Phractolaemidae,,,,,,,,,,,,,,,,AMNH 257165,Phractolaemus ansorgii,non-type,head,0.01025,AMNH-MIF,NA,NA,NA,,1.670,,"N.K. Lujan, L. P. Fernandez, A. Evans",
Gonorhynchiformes,,Phractolaemidae,,,,,,,,,,,,,,,,AMNH 274665,Phractolaemus ansorgii,non-type,head,0.02004,AMNH-MIF,NA,NA,NA,,2.490,,"N.K. Lujan, L. P. Fernandez, A. Evans",
Gonorhynchiformes,,Phractolaemidae,,,,,,,,,,,,,,,,AMNH 33471,Phractolaemus ansorgii,non-type,head,0.02481,AMNH-MIF,NA,NA,NA,,2.200,,"N.K. Lujan, L. P. Fernandez, A. Evans",
Gonorhynchiformes,,Phractolaemidae,,,,,,,,,,,,,,,,AMNH 71872,Phractolaemus ansorgii,non-type,head,0.04955,AMNH-MIF,NA,NA,NA,,1.290,,"N.K. Lujan, L. P. Fernandez, A. Evans",
Gymnotiformes,,Sternopygidae,,,,,,,,,,,,,,,,AUM 54393,Archolaemus cf ferreirai,non-type,whole,0.01352,Mahler SkyScan,NA,NA,NA,,10.860,,N.K. Lujan,
Gymnotiformes,,Sternopygidae,,,,,,,,,,,,,,,,AUM 54393,Archolaemus cf ferreirai,non-type,head,0.00747,Mahler SkyScan,NA,NA,NA,,3.870,,N.K. Lujan,
Gymnotiformes,,Sternopygidae,,,,,,,,,,,,,,,,ROM ECU21-10,Eigenmannia sp Aguarico,type TBD,head,0.00961,Mahler SkyScan,NA,NA,NA,,3.277,,"N.K. Lujan, Aleidy Galindo",
Gymnotiformes,,Sternopygidae,,,,,,,,,,,,,,,,ROM ECU21-02,Eigenmannia sp Pastaza,type TBD,head,0.00605,Mahler SkyScan,NA,NA,NA,,3.122,,"N.K. Lujan, Aleidy Galindo",
Gymnotiformes,,Sternopygidae,,,,,,,,,,,,,,,,ROM 111084,Sternopygus sp Baudo,type TBD,head,0.01459,Mahler SkyScan,NA,NA,NA,,3.804,,"N.K. Lujan, Aleidy Galindo",
Gymnotiformes,,Sternopygidae,,,,,,,,,,,,,,,,ROM 106345,Sternopygus sp Calima,type TBD,head,0.01459,Mahler SkyScan,NA,NA,NA,,3.804,,"N.K. Lujan, Aleidy Galindo",
Gymnotiformes,,Sternopygidae,,,,,,,,,,,,,,,,ROM 79089,Sternopygus sp Mazaruni,type TBD,head,0.01637,Mahler SkyScan,NA,NA,NA,,3.141,,"N.K. Lujan, Aleidy Galindo",
Gymnotiformes,,Sternopygidae,,,,,,,,,,,,,,,,ROM 102442,Sternopygus sp Saramacca,type TBD,head,0.01637,Mahler SkyScan,NA,NA,NA,,3.141,,"N.K. Lujan, Aleidy Galindo",
Osteoglossiformes,,Notopteridae,,,,,,,,,,,,,,,,BMNH 1852.2.22.18,Xenomystus nigri,HOLOTYPE,whole,0.02313,Mahler SkyScan,,,,,5.070,,N.K. Lujan,
Perciformes,,Liparidae,,,,,,,,,,,,,,,,ROM 116822,Paraliparis nelsoni,non-type,whole,0.01210,Mahler SkyScan,NA,NA,NA,,9.240,,N.K. Lujan,
Perciformes,,Liparidae,,,,,,,,,,,,,,,,ROM 112394,Psednos gulliensis,non-type,whole,0.00641,Mahler SkyScan,NA,NA,NA,,13.300,,N.K. Lujan,
Scorpaeniformes,,Cottidae,,,,,,,,,,,,,,,,OSU S6505,Myoxocephalus thompsoni,non-type,whole,0.04970,Morphosource,no,,,,1.810,,Morphosource,
Siluriformes,Loricarioidei,Astroblepidae,,,,A-,Ast-,Astroblepus,boulengeri,#N/A,#N/A,BMNH_1890_6_13_12_13,Invertivore-Scraper,,Ecuador,,,BMNH 1890.6.13.12-13,Astroblepus boulengeri,SYNTYPE,anterior half,0.00925,AMNH-MIF,yes,yes,yes,,53.300,,"N.K. Lujan, S.A. Schaefer",
Siluriformes,Loricarioidei,Astroblepidae,,,,A-,Ast-,Astroblepus,brachycephalus,#N/A,#N/A,BMNH_1858_7_25_37_40,Invertivore-Scraper,,Ecuador,,,BMNH 1858.7.25.37-40,Astroblepus brachycephalus,SYNTYPE,whole,0.02036,AMNH-MIF,yes,yes,yes,,100.000,,"N.K. Lujan, S.A. Schaefer",
