"","sp_rich","replicate","avg_nnd","sd_nnd","hv3d","hv6d","cd","comp1_cen","comp2_cen","comp3_cen","comp4_cen","comp5_cen","comp6_cen"
"36",2,36,0.234057857366243,0.112302786620933,NA,NA,0.195421109947919,0.0847902285231959,-0.0569359583893925,-0.000683948429717767,0.0249393350131726,-0.0695437889848036,-0.00815077442084653
"37",2,37,0.213079541780875,0,NA,NA,0.168562764199273,0.0299051116290601,0.0621529159471651,-0.0433440878490287,-0.0269512901978391,-0.0570876552253462,0.0121916860818064
"38",2,38,0.160066320727313,0,NA,NA,0.166779925462885,-0.0150562893359225,0.0367440730549705,-0.0428759211462737,-0.0682556567564184,0.0160880245327594,0.0192463907555207
"39",2,39,0.188744601447815,0,NA,NA,0.317992350166011,-0.267373535493935,-0.0541884619126285,0.0579394446176112,0.028519842839614,0.0323173974896015,-0.00096378815659985
"40",2,40,0.22466510853561,0.124558850387169,NA,NA,0.209405137247866,0.0903176286482468,0.111814549912151,0.0440063804434601,0.0336285928268726,0.0400316218640682,-0.0425273885318968
"41",2,41,0.304434077848129,0,NA,NA,0.189269149424835,-0.17936213044511,-0.0574123785275888,-0.0267983918243137,-0.00139394726281145,-0.0650946390875986,0.0065068555169053
"42",2,42,0.476979467369437,0,NA,NA,0.235636669911429,-0.00263808599837449,-0.0807819592763866,0.0499244903283216,-0.0287243255713545,-0.0183507353752807,0.000525947741761951
"43",2,43,0.0437608568855306,0,NA,NA,0.434400574524722,0.300611651135405,-0.148344491454504,0.049748960529765,-0.00903173804554016,0.0289506580092326,0.0295202113762905
"44",2,44,0.249807176761253,0,NA,NA,0.211056375016706,0.0269921088364942,0.0977748436692721,0.025314145956232,0.0254627608975472,-0.0624242519007478,-0.0090060348417413
"45",2,45,0.101187944836882,0.0589173263385769,NA,NA,0.109624260904301,-0.0188310442205381,-0.0128921309299681,-0.0237626264980152,-0.0151141403407884,-0.0616244243360229,-0.0135212521883077
"46",2,46,0.125556721097429,0,NA,NA,0.222406969582469,0.0341794469238407,0.166676988632124,0.0114451809994259,0.066440741982313,-0.0468876864607749,-0.0327269971816767
"47",2,47,0.0805534082386475,0,NA,NA,0.230803826732464,-0.0283884746251522,0.163676049054025,0.0445212451926397,0.0550934926964099,-0.012085126592353,0.014140991056715
"48",2,48,0.237352445039215,0,NA,NA,0.147389128580191,-0.108936587434138,-0.0470668773726036,-0.0342348064509532,0.0142856589744907,-0.0447082215969696,-0.023002318730739
"49",2,49,0.602203881640956,0,NA,NA,0.322122885740029,0.0683887564406975,-0.121411946162269,0.0732131004944513,0.0417702462412198,0.0128250258418494,-0.0021926817070255
"50",2,50,0.400804297340681,0,NA,NA,0.374731996502953,0.167865405278844,-0.073348251244369,0.00171520322457435,0.00874391497657725,-0.0573653926763056,0.0157179462017886
"51",2,51,0.178402174098636,0,NA,NA,0.138999935157496,-0.00394749884091108,0.0630344334451667,0.0387213715053263,-0.0198958770917044,0.00790083548963191,-0.0111378772515931
"52",2,52,0.350269498555014,0,NA,NA,0.165900426123569,-0.10823292088239,-0.0464833709719299,-0.0459708682485693,-0.0178525001384751,-0.0238163689479426,-0.00981779197571108
"53",2,53,0.410933966827779,0,NA,NA,0.291667024914793,0.100718263602098,0.0270162133511206,-0.0058870489872147,0.058084796418637,-0.0633679733518596,0.0288627364503024
"54",2,54,0.420074185837039,0,NA,NA,0.235069043415905,0.193522935659568,0.0060105061370555,-0.0165044621463816,0.0004229783282006,-0.0308268925328405,0.0325542094709546
"55",2,55,0.146216463728678,0,NA,NA,0.198863747402279,0.034351753289365,0.0860284796320331,0.0242626391152423,-0.0576241880717249,-0.0136783782793323,-0.0494880188306727
"56",2,56,0.372815794976041,0,NA,NA,0.293929558893323,-0.133143512174733,0.0136113932078169,0.008434591827242,0.0564510944285014,-0.0649399460816511,0.0239065465313838
"57",2,57,0.188170030945066,0,NA,NA,0.479074335613264,0.284363411968324,-0.208613501780392,0.0221715803582303,0.102531516913181,-0.0610777480643127,-0.0179571329429459
"58",2,58,0.307933049510743,0,NA,NA,0.22522907253577,0.0417397998979099,0.049293090834058,-0.0478681094508576,-0.0409492540886009,0.0211308976572693,0.0705149615613554
"59",2,59,0.237624316592837,0,NA,NA,0.118954770627443,-0.017536271359539,0.0331302012781461,0.0372638743740323,-0.00460119219410715,-0.0164219639651777,-0.0121419693430323
"60",2,60,0.556298414868369,0,NA,NA,0.397349376306594,-0.148126861684462,-0.155438680891035,0.0109817580231878,0.023502368324437,0.00301137372953482,0.0291355898384381
"61",2,61,0.21450340214388,0,NA,NA,0.196020543873133,-0.0370266361247151,0.131625502550276,0.0825287050342577,0.0478511405877327,0.019503661768157,-0.0018611523477914
"62",2,62,0.189732315246745,0,NA,NA,0.165664153338153,0.0530318660998551,0.0935149830960208,-0.0199483868786424,0.034797616927509,-0.0659078306189194,0.0012460131184679
"63",2,63,0.307240272733546,0,NA,NA,0.208155436893631,-0.111835274208579,0.00339053074838555,-0.0287955492547518,0.0042452399852174,-0.0888211620135537,0.0185572187364687
"64",2,64,0.144510926762216,0.0308301877117488,NA,NA,0.332464752733402,0.22357436343187,-0.105138239458985,0.0239880736781164,0.00621078118625813,0.00419592106073128,0.0433451961508426
"65",2,65,0.432371208401538,0,NA,NA,0.247863624089512,0.110984927694232,-0.0330465860778852,-0.0210234738894683,0.035827490057771,-0.0564993763574735,0.0285965628875778
