"","sp_rich","assemblage","cell_long","cell_lat","country","locality","avg_nnd","sd_nnd","hv3d","hv6d","cd","comp1_cen","comp2_cen","comp3_cen","comp4_cen","comp5_cen","comp6_cen"
"13",2,"2432621",-69.5254670362088,7.47303234724492,"VE","Modulo Fernando Corrales UNELLEZ, dique interior",0.217121149696714,0,NA,NA,0.369881715706747,0.246503227691705,-0.195497132632263,0.0075315572943381,0.0823444492729545,-0.0395031000816957,-0.0276697647384827
"14",2,"2459047",-69.5669237074537,7.42561090026617,"VE","Modulo Experimental de Mantecal",0.0951220045921755,0,NA,NA,0.171054313700447,0.0666667788174055,0.0884889428574571,-0.0242086291875872,-0.0219331539359536,-0.0604927538561852,0.0033035240605649
"15",2,"2498273",-73.9095100203518,7.35448805719891,"CO","",0.120745209918814,0,NA,NA,0.203150130835481,0.0657000662553568,0.115346677093924,-0.035501100629045,-0.0351629179867133,-0.0295598761938391,0.00715309216653685
"16",2,"2511930",-69.3285478477958,7.33078291354165,"VE","Prestamo en el Modulo ""Fernando Corrales""",0.120745209918814,0,NA,NA,0.307322059341506,0.0657000662553568,0.115346677093924,-0.035501100629045,-0.0351629179867133,-0.0295598761938391,0.00715309216653685
"17",2,"2511930",-69.3285478477958,7.33078291354165,"VE","Caño Caicara, carretera Bruzual - Mantecal, debajo del puente",0.120745209918814,0,NA,NA,0.307322059341506,0.0657000662553568,0.115346677093924,-0.035501100629045,-0.0351629179867133,-0.0295598761938391,0.00715309216653685
"18",2,"2551132",-73.9198741881631,7.25967483659734,"CO","Río Magdalena, vereda Terraplén",0.381798517746724,0,NA,NA,0.227181844901378,0.187513261412908,-0.0535967111929603,-0.0194729088673208,0.0317217613392344,-0.0529549339304443,0.0458208462373565
"19",2,"2586576",-71.8055839546757,7.19647684815635,"VE","Rio Sarare, entre Las Bocas-Guasdualito",0.251151642067196,0,NA,NA,0.302977898835143,0.253689370134182,-0.14526333948278,0.0340034578281414,0.038138532649688,-0.0077797995556091,-0.00516834369040275
"20",3,"2604000",-73.8369608456733,7.16488107208613,"CO","Caño El Llanito",0.157441894471116,0.108415380512262,NA,NA,0.23363776264868,0.115186768428646,0.0604413177223891,-0.0127122379653295,-0.0309462079065997,-0.0071001026579048,-0.051822053194459
"21",2,"2630181",-76.4176386306654,7.11749140310256,"CO","Cuenca Atrato, río Atrato vereda Tumaradó",0.182337050526413,0,NA,NA,0.606058194462544,0.25897467702884,-0.164595904249649,0.0237513950329932,0.0432456122165366,-0.0416216076728877,-0.0028758842198096
"22",3,"2643944",-70.7380746701207,7.09379835746374,"VE","Rio Arauca en El Amparo",0.139901422660453,0.0367503317574643,NA,NA,0.354855788573884,0.269777392510856,-0.193312465749303,0.00418960303963875,0.0768523503544868,-0.0463845096726866,-0.00149811986408475
"23",2,"2678643",-76.3450894559868,7.03062269463922,"CO","Cuenca Atrato, río Atrato vereda Tumaradó",0.182337050526413,0,NA,NA,0.344854368441641,0.25897467702884,-0.164595904249649,0.0237513950329932,0.0432456122165366,-0.0416216076728877,-0.0028758842198096
"24",3,"2701107",-71.7952197868644,6.99114215723168,"CO","Campo Arauca",0.139901422660453,0.0367503317574643,NA,NA,0.385605015699319,0.269777392510856,-0.193312465749303,0.00418960303963875,0.0768523503544868,-0.0463845096726866,-0.00149811986408475
"25",2,"2706541",-61.1304911091264,6.98324644009188,"VE","Río Botanamo, cerca de las primeras rocas grandes en la orilla",0.397783980758891,0,NA,NA,0.212626795588707,0.195479239553653,-0.0468574779329645,-0.00723002579002632,0.0122132372423632,-0.0676851487804092,0.0083278477079195
"26",2,"2706541",-61.1304911091264,6.98324644009188,"VE","Rio Botanamo",0.397783980758891,0,NA,NA,0.212626795588707,0.195479239553653,-0.0468574779329645,-0.00723002579002632,0.0122132372423632,-0.0676851487804092,0.0083278477079195
"27",2,"2718783",-71.2148263894365,6.95956006660942,"CO","Sistema río Orinoco, caño Tigre, afluente caño Limón, Puerto Rico",0.182337050526413,0,NA,NA,0.303143685016598,0.25897467702884,-0.164595904249649,0.0237513950329932,0.0432456122165366,-0.0416216076728877,-0.0028758842198096
"28",3,"2736380",-71.4532022490944,6.92798004479216,"CO","",0.139901422660453,0.0367503317574643,NA,NA,0.434438362593823,0.269777392510856,-0.193312465749303,0.00418960303963875,0.0768523503544868,-0.0463845096726866,-0.00149811986408475
"29",2,"2815643",-71.7330347799972,6.78589528661611,"CO","Caño Cristal",0.0951220045921755,0,NA,NA,0.24783213072679,0.0666667788174055,0.0884889428574571,-0.0242086291875872,-0.0219331539359536,-0.0604927538561852,0.0033035240605649
